0 29
1 27
2 25
3 23
4 21
5 19
6 17
7 15
8 13
9 11
10 9
11 7
12 5
13 3
14 1
15 28
16 26
17 24
18 22
19 20
20 18
21 16
22 14
23 12
24 10
25 8
26 6
27 4
28 2
29 0
30 61
31 59
32 57
33 55
34 53
35 51
36 49
37 47
38 45
39 43
40 41
41 39
42 37
43 35
44 33
45 60
46 58
47 56
48 54
49 52
50 50
51 48
52 46
53 44
54 42
55 40
56 38
57 36
58 34
59 32
